 
 ----------START O ISOTOPE CALCULATION----------
 
  Gross Primary Productivity FOR O2 CO2= 1.16E+14  8.45E+13 cm-2s-1
  TURN OFF Combinatorial Effect
  TURN ON Symmetry Effect
 
 INITIAL MIXING RATIOS OF ISOTOPIC SPECIES
 
Alt(km)  H2CQ     Q        H2Q      QH       HOQ      H2OQ     O2Q      OQO      CQ       CH3OQH  

     Z        CH3QO    N2Q      NQ       NOQ      HNOQ     HNO2Q    HOQNO2   HO2NOQ   NO2Q     N2O4Q    N2QO4    OQ      
  0.00E+00-6.70E+05 4.02E+06-6.87E+04-4.04E+05-1.91E+03-1.01E+07-7.30E+03-1.55E+04-9.41E+02-7.19E+02-1.80E+02-9.48E+11
  1.00E+05 2.82E+04 4.00E+06-8.83E+04-2.93E+05-1.29E+03-1.02E+07-2.13E+04-4.51E+04-1.54E+02-1.27E+03-3.16E+02-8.53E+11
  5.00E+05 5.67E+04 3.97E+06-1.65E+05-2.49E+05-1.83E+03-5.70E+06-6.40E+05-1.36E+06-7.38E+01-1.18E+04-2.94E+03-4.74E+11
  9.00E+05 1.70E+04 3.96E+06-2.16E+05-7.90E+04-1.22E+03-6.65E+05-8.27E+04-1.73E+05-1.48E+01-9.86E+02-2.47E+02-9.42E+10
  1.30E+06 1.13E+02 3.95E+06-5.12E+04-1.22E+05 3.79E+01-1.28E+06 2.67E+01 1.16E+03-1.12E+01-1.48E+03-3.71E+02 6.52E+08
  1.70E+06-5.47E-01 3.93E+06-2.01E+04-1.33E+05-2.03E+01-1.23E+06-1.44E+04-2.88E+04-3.68E+01-7.81E+03-1.95E+03 6.08E+08
  2.10E+06-1.02E+01 3.87E+06-1.22E+04-1.14E+05-2.51E+01-1.12E+06-1.71E+04-3.41E+04-6.99E+01-1.11E+04-2.77E+03 6.87E+08
  2.50E+06-2.72E+01 3.67E+06-1.86E+04-1.47E+05-5.72E+01-8.19E+05-1.18E+04-2.32E+04-1.33E+02-9.16E+03-2.29E+03 8.51E+08
  2.90E+06-3.07E+01 3.18E+06-5.16E+04-2.92E+05-1.71E+02-1.71E+05 2.21E+03 4.99E+03-1.91E+02-2.25E+03-5.62E+02 8.44E+08
  3.30E+06-2.53E+01 2.22E+06-1.24E+05-3.08E+05-4.65E+02 5.21E+05 1.44E+04 2.90E+04-8.25E+01 1.07E+04 2.67E+03 2.05E+08
  3.70E+06-1.66E+01 1.19E+06-2.08E+05 7.72E+04-7.13E+02 6.72E+05 5.94E+03 1.15E+04 1.11E+02 4.30E+03 1.08E+03-2.08E+08
  4.10E+06-2.17E+01 5.36E+05-1.59E+05 2.77E+05-4.86E+01 3.50E+05 7.43E+02 1.40E+03 9.90E+01 3.55E+02 8.87E+01-1.85E+08
  4.50E+06-1.94E+01 2.35E+05-2.06E+02 1.07E+05 5.79E+02 5.78E+04 6.32E+01 1.24E+02 3.42E+01 8.64E+00 2.16E+00-1.20E+08
  4.90E+06-1.32E+00 1.10E+05 4.44E+04 2.80E+04 2.11E+02 5.23E+03 5.79E+00 1.16E+01 7.43E+00 1.54E-01 3.85E-02-5.48E+07
  5.30E+06 1.38E+01 5.63E+04 4.77E+04 8.16E+03 6.77E+01 6.02E+02 7.68E-01 1.54E+00 1.61E+00 4.08E-03 1.02E-03-3.35E+07
  5.70E+06 1.16E+01 3.13E+04 4.09E+04 2.39E+03 2.81E+01 9.78E+01 1.41E-01 2.80E-01 3.67E-01 1.66E-04 4.16E-05-3.21E+07
  6.10E+06 1.21E+01 1.86E+04 3.16E+04 6.14E+02 1.11E+01 1.79E+01 2.77E-02 5.44E-02 8.43E-02 9.22E-06 2.31E-06-2.59E+07
  6.50E+06 3.67E+00 1.16E+04 1.95E+04 1.78E+02 6.61E+00 6.22E+00 1.16E-02 2.21E-02 3.20E-02 1.35E-06 3.38E-07-2.03E+07
  6.90E+06 7.88E+00 7.28E+03 1.13E+04-1.25E+02 1.72E+00 9.72E-01 1.66E-03 3.21E-03 8.66E-03 1.48E-07 3.70E-08-1.28E+07
  7.30E+06 3.72E+00 4.26E+03 5.60E+03 4.77E+01 8.61E-01 1.09E+00 2.45E-03 4.64E-03 4.92E-03 3.67E-08 9.19E-09-7.96E+06
  7.70E+06 1.55E+00 1.95E+03 3.20E+03 1.97E+02 4.42E-01 8.16E-01 1.43E-03 2.69E-03 1.75E-03 3.47E-09 8.68E-10-3.68E+06
  8.10E+06 6.93E-01 5.96E+02 2.41E+03 1.42E+02 3.54E-01 2.07E-01 2.73E-04 5.12E-04 4.21E-04 9.71E-11 2.43E-11 3.58E+07
  8.50E+06 2.19E-02 3.78E+01 1.50E+03 1.58E-01 3.41E-03 7.99E-03 1.59E-06 2.97E-06 1.14E-06 2.88E-13 7.20E-14 8.35E+08
  8.90E+06 2.53E-03 1.33E+00 6.04E+02 4.89E-03 8.71E-05 2.69E-04 7.49E-09 1.40E-08 2.64E-08 7.26E-16 1.82E-16 1.55E+09
  9.30E+06 3.19E-04 6.97E-02 2.01E+02 8.14E-04 2.70E-06 9.09E-06 3.74E-11 7.01E-11 2.22E-09 1.91E-18 4.77E-19 1.62E+09
  9.70E+06 3.61E-05 5.64E-03 4.71E+01 1.49E-04 8.87E-08 3.25E-07 2.12E-13 3.96E-13 2.02E-10 5.62E-21 1.40E-21 1.26E+09
  1.00E+07 2.25E-16 4.50E-16 3.90E-03 4.42E-10 1.43E-17 3.97E-23 1.30E-26 2.30E-26 1.40E-16 8.70E-35 2.17E-35 9.69E+08

     Z        SQ       SOQ      H2SO3Q   HSQ      COQ      HQO      HQONO2  
  0.00E+00-5.92E-06-6.18E+06-7.84E+05-8.65E+03-6.97E+11-1.12E+06-7.28E+03
  1.00E+05-2.49E-03-4.45E+06-7.47E+05-1.98E+03-6.27E+11-1.42E+04-2.12E+04
  5.00E+05-9.25E-03-2.47E+06-4.50E+05-2.07E+03-3.48E+11 6.52E+04-6.36E+05
  9.00E+05-1.57E-02 2.92E+05 1.37E+05 4.45E+02-6.98E+10 4.10E+04-8.13E+04
  1.30E+06 3.56E-04 1.15E+05 1.43E+04 4.66E+01-2.33E+08 7.62E+02 3.34E+02
  1.70E+06 6.68E-08 2.19E+03 9.73E+01 2.71E-02-2.07E+08-8.99E+01-1.43E+04
  2.10E+06 6.84E-08 5.42E+01 2.46E+00 5.60E-06-1.97E+08-4.19E+02-1.69E+04
  2.50E+06 7.99E-08 1.71E+00-1.13E+00 7.33E-10-1.87E+08-1.95E+03-1.13E+04
  2.90E+06 2.26E-08 4.88E-02-9.50E-02 3.53E-14-1.71E+08-4.98E+03 3.00E+03
  3.30E+06-8.32E-08-2.63E-03 9.31E-03-1.28E-14-1.45E+08-5.66E+03 1.41E+04
  3.70E+06-3.46E-07-5.68E-03 1.54E-02-1.46E-14-1.09E+08-2.05E+03 5.41E+03
  4.10E+06-1.07E-06-1.23E-02 2.70E-02-1.28E-14-7.04E+07-2.79E+03 6.62E+02
  4.50E+06-3.08E-06-2.58E-02 5.22E-02-1.79E-14-3.56E+07-2.60E+03 6.00E+01
  4.90E+06-7.47E-06-2.85E-02 5.68E-02-1.48E-14-1.52E+07-1.84E+03 5.69E+00
  5.30E+06-2.12E-05-2.31E-02 4.60E-02-5.80E-14-5.69E+06-2.31E+03 7.63E-01
  5.70E+06-5.53E-05-1.65E-02 3.31E-02-2.25E-13-1.35E+06-4.15E+03 1.40E-01
  6.10E+06-1.36E-04-1.05E-02 2.20E-02-8.80E-13 6.64E+05-8.19E+03 2.77E-02
  6.50E+06-2.21E-04-5.84E-03 1.39E-02-2.94E-12 1.87E+06-1.45E+04 1.15E-02
  6.90E+06-4.74E-04-1.77E-03 8.24E-03-1.19E-11 2.83E+06-2.84E+04 1.67E-03
  7.30E+06-2.69E-04-7.74E-04 4.65E-03-2.10E-11 3.52E+06-4.08E+04 2.45E-03
  7.70E+06-2.37E-04-5.25E-04 2.48E-03-1.78E-11 3.63E+06-1.63E+04 1.43E-03
  8.10E+06-1.50E-03 2.23E-03 1.24E-03-1.96E-11 3.36E+06 5.84E+04 2.72E-04
  8.50E+06-2.01E-03 3.55E-03 5.59E-04 8.96E-12 2.11E+06 2.23E+03 1.58E-06
  8.90E+06-4.48E-04 7.83E-04 2.27E-04 8.38E-13 1.12E+06 9.93E+01 7.48E-09
  9.30E+06-1.14E-04 1.87E-04 7.94E-05 8.21E-14 5.87E+05 8.00E+00 3.73E-11
  9.70E+06-3.31E-05 5.48E-05 1.89E-05 9.89E-15 3.13E+05 9.15E-01 2.11E-13
  1.00E+07 5.75E-15 1.36E-13-1.26E-04 6.75E-20 1.97E+05 6.61E-06 1.30E-26

 INTEGRATED REACTION RATES

         1         2         3         4         5         6         7         8         9        10
  1   8.084E+08 9.018E+08 4.117E+06 2.189E+05 1.698E+08 2.780E+09 2.780E+09 2.546E+09 1.243E+10 1.049E+07   10
 11   0.000E+00 4.494E+06 1.348E+08 1.263E+10 1.204E+10 3.134E+08 3.376E+08 0.000E+00 4.789E+09 4.789E+09   20
 21   4.364E+09 1.189E+10 1.056E+10 0.000E+00 1.138E+09 1.188E+09 1.188E+09 1.088E+09 4.337E+08 4.337E+08   30
 31   1.519E+08 1.515E+08 5.680E+07 6.825E+12 1.259E+13 8.900E+12 2.304E+09 2.554E+09 5.656E+09 1.245E+07   40
 41   1.245E+07 1.932E+12 7.747E+11 1.399E+12 2.710E+12 2.710E+12 2.463E+12 6.358E+12 6.912E+12 6.912E+12   50
 51   3.564E+06 3.564E+06 1.405E+09 1.413E+09 1.634E+03 1.479E+03 1.370E+01 1.425E+01 0.000E+00 0.000E+00   60
 61   7.020E-01 7.478E-01 7.708E+02 7.708E+02 8.840E+02 4.990E+02 3.567E+06 3.567E+06 2.466E+08 2.465E+08   70
 71   1.397E+08 1.403E+08 2.736E+04 6.129E+05 8.703E+05 7.891E+05 5.090E+04 4.545E+04 5.125E+08 5.011E+06   80
 81   2.895E+05 3.250E+02 3.250E+02 1.627E+05 1.627E+05 5.142E+08 5.142E+08 2.421E-10 5.435E+03 1.369E+04   90
 91   1.369E+04 0.000E+00 3.974E+08 3.974E+08 3.992E+08 7.367E+06 7.367E+06 3.025E+08 3.025E+08 3.222E+08  100
101   4.383E+08 4.383E+08 4.939E+00 4.493E+00 5.410E+00 5.169E+00 3.365E+05 3.691E+05 2.461E+05 2.699E+05  110
111   4.449E+05 4.449E+05 1.239E+02 1.239E+02 1.121E+02 2.540E+04 6.689E+04 7.117E+10 7.447E+10 7.447E+10  120
121   6.837E+10 1.844E+07 1.755E+07 3.108E+09 3.228E+09 0.000E+00 2.715E+07 2.666E+07 9.729E+09 9.729E+09  130
131   8.479E+09 3.102E+08 1.488E+08 3.132E+06 3.132E+06 1.534E+08 4.992E+07 2.658E+08 5.585E+08 4.042E+07  140
141   3.942E+07 8.176E+07 6.210E+02 5.128E+02 1.213E+03 2.038E+08 4.328E+08 2.168E+08 2.168E+08 2.177E+08  150
151   2.279E+07 2.284E+07 2.279E+07 9.462E+07 9.462E+07 8.695E+07 1.861E+08 7.089E+02 7.089E+02 7.089E+02  160
161   1.056E+03 1.056E+03 1.056E+03 1.842E+06 3.159E+06 3.159E+06 7.614E+07 1.157E+08 1.157E+08 5.392E+05  170
171   5.618E+05 1.124E+06 3.738E+05 1.137E+06 4.347E+07 1.848E+07 1.526E+07 3.815E+06 1.023E+07 2.558E+06  180
181   3.511E-02 3.511E-02 1.755E-02 7.160E+05 1.790E+05 1.676E+05 1.494E+06 1.419E+06 1.419E+06 7.729E+01  190
191   7.379E+01 7.338E+01 6.473E-03 5.735E-03 4.363E+00 4.170E+00 2.072E+07 1.044E+07 2.418E+02 1.094E+02  200
201   3.117E+07 1.034E+07 3.117E+07 1.033E+07 4.337E-04 1.455E-04 7.917E-09 3.309E-06 1.000E-06 1.447E+06  210
211   4.409E+00 2.229E-01 6.500E+05 6.500E+05 2.206E+03 6.211E-08 1.670E+01 1.670E+01 1.039E-06 1.185E-07  220
221   1.185E-07 1.175E-07 9.496E+02 1.112E+08 1.112E+09 2.335E+03 1.164E+03 1.164E+03 2.896E-02 2.896E-02  230
231   2.896E-02 2.896E-02 1.200E+08 3.641E-03 3.641E-03 3.641E-03 3.641E-03 9.750E+01 9.887E+01 9.887E+01  240
241   6.334E+02 6.559E+02 6.559E+02 6.030E+02 0.000E+00 0.000E+00 0.000E+00 8.487E+05 8.487E+05 7.773E+05  250
251   9.279E+03 9.279E+03 6.128E-04 6.128E-04 5.622E-04 5.182E-09 7.121E-08 2.492E-08 1.231E-10 1.231E-10  260
261   0.000E+00 0.000E+00 5.826E-10 5.706E-10 4.843E-06 8.423E+05 7.748E+05 1.298E-01 1.010E-02 1.385E+00  270
271   2.925E+03 2.415E+03 9.829E-13 1.012E+04 3.565E+04 1.131E-28 1.202E-28 8.840E+02 7.127E+08 7.127E+08  280
281   5.206E+10 5.526E+07 3.627E+08 1.819E+08 1.060E+08 4.267E+00 0.000E+00 3.393E+07 1.056E+08 1.056E+08  290
291   3.366E+06 2.690E+07 2.690E+07 1.797E+08 8.984E+07 5.002E+05 6.662E+10 6.662E+10 1.700E+08 8.498E+07  300
301   0.000E+00 3.908E+01 3.908E+01 3.349E+01 1.223E+09 8.854E+06 3.724E-01 3.724E-01 0.000E+00 0.000E+00  310
311   1.442E+04 2.115E+05 7.800E+04 3.828E-03 2.125E+07 4.320E+07 1.238E+07 1.238E+07 6.192E+06 3.022E+17  320
321   3.022E+17 2.079E+09 1.040E+09 1.913E+09 3.826E+09 1.243E+10 1.047E+07 4.486E+06 1.346E+08 3.213E+08  330
331   4.317E+09 1.162E+10 1.103E+09 4.303E+08 4.303E+08 1.519E+08 2.465E+08 5.090E+04 3.292E+07 1.241E+04  340
341   3.976E+08 4.383E+08 3.071E+09 2.632E+08 3.920E+07 5.814E+02 2.029E+08 2.074E+07 3.618E+05 1.033E+07  350
351   2.196E+03 1.175E-07 0.000E+00 1.277E+11 1.294E+11 5.530E+10 5.521E+10 2.673E+09 2.627E+09 8.974E+08  360
361   9.467E+08 5.371E+08 5.510E+08 3.203E+08 3.274E+08 0.000E+00 1.808-321
         1         2         3         4         5         6         7         8         9        10
 -------------FOR 18O------------
 RAINOUT RATE, PHIDEP, AND LOWER B.C.
    FOLLOWED BY TP, TL, FUP, FLOW, CON
 
         H2CQ        Q           H2Q         QH          HOQ         H2OQ        O2Q         OQO         CQ          CH3OQH  
  SR   6.8540E+06  0.0000E+00  0.0000E+00  4.6869E+03  6.2129E+05  1.5219E+08  2.8546E+03  1.3003E+03  4.6169E+02  5.6533E+07
  Phi  3.4609E+06  3.3114E+00  0.0000E+00  5.2193E+03  1.1221E+06  4.5808E+07  3.2009E+08  1.4520E+08  0.0000E+00  1.8428E+07
 LBC       0           0           1           0           0           0           0           0           2           0
 TPI   4.3876E+08  3.0217E+17  5.6913E+10  7.9598E+10  1.8313E+10  8.6459E+08  1.9417E+13  8.8999E+12  4.3557E+08  3.9737E+08
 TLI   4.3529E+08  3.0217E+17  5.6085E+10  7.9598E+10  1.8312E+10  8.1878E+08  1.9417E+13  8.8997E+12  1.4054E+09  3.7894E+08
 FUP   9.0477E-09 -9.6628E+08  4.6622E+04  9.5876E-05  6.6073E-06  1.3878E-16  5.5393E-04  2.5837E-04 -9.5776E+04  4.8027E-19
 FLOW -3.4609E+06 -1.8781E+02  1.9253E+11 -5.2193E+03 -1.1221E+06 -4.5808E+07 -3.2009E+08 -1.4520E+08  9.6974E+08 -1.8428E+07
 CON  -1.9905E-03 -5.8584E+04  1.9335E+11 -1.2668E-02 -1.5402E-02 -4.4303E-03 -1.8352E+00 -8.2893E-01 -1.9456E-03 -2.6503E-03
 
         CH3QOH      CH3OQ       CH3QO       N2Q         NQ          NOQ         HNOQ        HNO2Q       HOQNO2      HO2NOQ  
  SR   5.6533E+07  3.3324E+05  3.3324E+05  4.4352E+04  6.6191E-02  1.1122E+00  4.8729E+03  2.8178E+07  3.6313E+05  7.7203E+05
  Phi  1.8428E+07  6.6978E+05  6.6978E+05  0.0000E+00  6.8690E+04  4.0371E+05  1.9054E+03  1.0118E+07  7.2995E+03  1.5489E+04
 LBC       0           0           0           2           0           0           0           0           0           0
 TPI   3.9737E+08  7.3101E+08  7.3101E+08  1.0115E+04  2.0707E+11  1.5509E+11  5.3802E+07  4.6122E+08  2.6581E+08  5.5854E+08
 TLI   3.7894E+08  7.3034E+08  7.3034E+08  4.0290E+06  2.0707E+11  1.5509E+11  5.3800E+07  4.5110E+08  2.6580E+08  5.5853E+08
 FUP   4.8027E-19  2.2614E-16  2.2539E-16  4.5038E-16  3.9023E-03  4.4187E-10  1.4319E-17  3.9705E-23  1.3041E-26  2.2965E-26
 FLOW -1.8428E+07 -6.6978E+05 -6.6978E+05  4.0189E+06 -6.8690E+04 -4.0371E+05 -1.9054E+03 -1.0118E+07 -7.2995E+03 -1.5489E+04
 CON  -2.6503E-03 -4.6696E-03 -4.6696E-03 -1.3516E-05 -1.3274E-02 -2.1390E-02 -1.0299E-05  1.0817E-04 -1.1565E-03 -2.4275E-03
 
         NO2Q        N2O4Q       N2QO4       OQ          SQ          SOQ         H2SO3Q      HSQ         COQ         HQO     
  SR   9.5286E-04  7.4901E+03  1.8725E+03  7.9466E+08  1.6625E-09  4.7388E+06  1.4937E+06  4.1086E+03  1.3446E+08  6.1906E+05
  Phi  9.4110E+02  7.1874E+02  1.7969E+02  9.4776E+11  1.4622E-06  6.1845E+06  7.8385E+05  8.6530E+03  6.9653E+11  1.1190E+06
 LBC       0           0           0           0           0           0           0           0           0           0
 TPI   5.1461E+08  2.5492E+07  6.3731E+06  3.0218E+17  1.4953E+06  1.2638E+09  4.1508E+07  8.5801E+05  7.0241E+11  1.8376E+10
 TLI   5.1461E+08  2.5492E+07  6.3729E+06  3.0218E+17  1.4953E+06  1.2576E+09  4.0724E+07  8.4935E+05  5.8883E+09  1.8375E+10
 FUP   1.4028E-16  8.6987E-35  2.1735E-35  9.6948E+08  5.7490E-15  1.3597E-13 -1.2628E-04  6.7517E-20  1.9657E+05  6.6073E-06
 FLOW -9.4110E+02 -7.1874E+02 -1.7969E+02 -9.4776E+11 -5.9219E-06 -6.1845E+06 -7.8392E+05 -8.6530E+03 -6.9653E+11 -1.1190E+06
 CON  -9.7852E-05 -2.8435E-06 -7.1087E-07  2.1379E+07 -4.4598E-06 -8.8114E-05  8.8519E+02 -1.6707E-06  1.0634E-01 -3.7446E+00
 
         HQONO2  
  SR   3.6089E+05
  Phi  7.2793E+03
 LBC       0
 TPI   2.6320E+08
 TLI   2.6319E+08
 FUP   1.3045E-26
 FLOW -7.2793E+03
 CON  -1.0906E-03
 
 delta 18O values versus altitude
     Z(km)H2CQ      Q         H2Q       QH        HOQ       H2OQ      O2Q       OQO       CQ        CH3OQH  
     0.5  -3.36E-01 -7.77E+01  0.00E+00  8.80E-01  1.21E+00  1.43E+00  1.09E+02  6.51E+00 -7.74E-02 -3.36E-01
     1.5  -3.35E-01 -8.01E+01  1.37E-06  1.34E+00  1.49E+00  1.62E+00  1.08E+02  6.38E+00 -8.51E-02 -3.36E-01
     2.5  -3.35E-01 -8.25E+01  4.54E-06  2.07E+00  1.90E+00  1.92E+00  1.06E+02  6.25E+00 -9.28E-02 -3.36E-01
     3.5  -3.35E-01 -8.51E+01  1.21E-05  3.33E+00  2.41E+00  2.30E+00  1.04E+02  6.12E+00 -1.00E-01 -3.36E-01
     4.5  -3.34E-01 -8.79E+01  3.01E-05  5.33E+00  3.01E+00  2.75E+00  1.01E+02  5.99E+00 -1.07E-01 -3.36E-01
     5.5  -3.34E-01 -9.07E+01  7.23E-05  8.26E+00  3.70E+00  3.24E+00  9.89E+01  5.85E+00 -1.12E-01 -3.36E-01
     6.5  -3.33E-01 -9.37E+01  1.73E-04  1.24E+01  4.46E+00  3.77E+00  9.63E+01  5.72E+00 -1.17E-01 -3.36E-01
     7.5  -3.32E-01 -9.68E+01  4.15E-04  1.70E+01  5.21E+00  4.28E+00  9.36E+01  5.59E+00 -1.20E-01 -3.36E-01
     8.5  -3.30E-01 -1.00E+02  1.02E-03  1.99E+01  5.77E+00  4.71E+00  9.06E+01  5.46E+00 -1.23E-01 -3.36E-01
     9.5  -3.29E-01 -1.04E+02  2.59E-03  1.97E+01  6.09E+00  5.06E+00  8.75E+01  5.32E+00 -1.24E-01 -3.36E-01
    10.5  -3.26E-01 -1.07E+02  7.28E-03  1.87E+01  6.49E+00  5.40E+00  8.43E+01  5.19E+00 -1.26E-01 -3.36E-01
    11.5  -3.20E-01 -1.11E+02  2.74E-02  1.87E+01  7.51E+00  5.91E+00  8.08E+01  5.06E+00 -1.28E-01 -3.36E-01
    12.5  -3.01E-01 -1.11E+02  5.75E-02  2.41E+01  1.13E+01  7.41E+00  8.16E+01  5.05E+00 -1.30E-01 -3.36E-01
    13.5  -2.63E-01 -1.11E+02  1.03E-01  3.26E+01  1.86E+01  1.24E+01  8.25E+01  5.05E+00 -1.29E-01 -3.35E-01
    14.5  -2.01E-01 -1.11E+02  1.76E-01  4.28E+01  2.94E+01  2.49E+01  8.32E+01  5.05E+00 -1.24E-01 -3.34E-01
    15.5  -1.16E-01 -1.11E+02  2.72E-01  5.21E+01  4.12E+01  3.98E+01  8.39E+01  5.05E+00 -1.08E-01 -3.35E-01
    16.5  -1.11E-02 -1.11E+02  3.82E-01  5.94E+01  5.17E+01  5.15E+01  8.44E+01  5.05E+00 -7.57E-02 -3.36E-01
    17.5   1.06E-01 -1.11E+02  4.94E-01  6.44E+01  5.96E+01  5.97E+01  8.49E+01  5.05E+00 -2.14E-02 -3.37E-01
    18.5   2.27E-01 -1.11E+02  5.92E-01  6.77E+01  6.53E+01  6.54E+01  8.53E+01  5.05E+00  5.71E-02 -3.38E-01
    19.5   3.45E-01 -1.12E+02  6.63E-01  6.99E+01  6.92E+01  6.94E+01  8.57E+01  5.05E+00  1.56E-01 -3.39E-01
    20.5   4.53E-01 -1.12E+02  6.95E-01  7.13E+01  7.19E+01  7.22E+01  8.60E+01  5.05E+00  2.66E-01 -3.41E-01
    21.5   5.32E-01 -1.11E+02  6.78E-01  7.28E+01  7.44E+01  7.46E+01  8.69E+01  5.07E+00  3.78E-01 -3.43E-01
    22.5   5.99E-01 -1.10E+02  6.02E-01  7.37E+01  7.63E+01  7.64E+01  8.79E+01  5.08E+00  4.84E-01 -3.45E-01
    23.5   6.60E-01 -1.10E+02  4.56E-01  7.40E+01  7.77E+01  7.77E+01  8.88E+01  5.10E+00  5.82E-01 -3.47E-01
    24.5   7.18E-01 -1.09E+02  2.27E-01  7.36E+01  7.85E+01  7.84E+01  8.97E+01  5.12E+00  6.72E-01 -3.49E-01
    25.5   7.78E-01 -1.09E+02 -1.00E-01  7.22E+01  7.87E+01  7.85E+01  9.05E+01  5.14E+00  7.58E-01 -3.51E-01
    26.5   8.43E-01 -1.08E+02 -5.48E-01  6.97E+01  7.82E+01  7.80E+01  9.14E+01  5.16E+00  8.45E-01 -3.53E-01
    27.5   9.14E-01 -1.08E+02 -1.14E+00  6.59E+01  7.70E+01  7.67E+01  9.22E+01  5.18E+00  9.35E-01 -3.55E-01
    28.5   9.91E-01 -1.07E+02 -1.89E+00  6.07E+01  7.49E+01  7.46E+01  9.30E+01  5.20E+00  1.03E+00 -3.57E-01
    29.5   1.07E+00 -1.07E+02 -2.85E+00  5.39E+01  7.20E+01  7.17E+01  9.38E+01  5.22E+00  1.14E+00 -3.59E-01
    30.5   1.14E+00 -1.06E+02 -4.04E+00  4.57E+01  6.83E+01  6.80E+01  9.45E+01  5.23E+00  1.26E+00 -3.61E-01
    31.5   1.21E+00 -1.05E+02 -5.48E+00  3.62E+01  6.38E+01  6.36E+01  9.53E+01  5.25E+00  1.39E+00 -3.62E-01
    32.5   1.26E+00 -1.05E+02 -7.18E+00  2.58E+01  5.88E+01  5.87E+01  9.60E+01  5.27E+00  1.54E+00 -3.64E-01
    33.5   1.26E+00 -1.04E+02 -9.16E+00  1.50E+01  5.39E+01  5.38E+01  9.78E+01  5.32E+00  1.68E+00 -3.66E-01
    34.5   1.23E+00 -1.02E+02 -1.14E+01  4.13E+00  4.88E+01  4.87E+01  9.98E+01  5.38E+00  1.84E+00 -3.67E-01
    35.5   1.18E+00 -1.01E+02 -1.39E+01 -6.88E+00  4.35E+01  4.34E+01  1.02E+02  5.43E+00  2.01E+00 -3.68E-01
    36.5   1.13E+00 -9.93E+01 -1.64E+01 -1.79E+01  3.79E+01  3.76E+01  1.04E+02  5.49E+00  2.22E+00 -3.70E-01
    37.5   1.08E+00 -9.80E+01 -1.91E+01 -2.87E+01  3.21E+01  3.15E+01  1.06E+02  5.54E+00  2.45E+00 -3.71E-01
    38.5   1.04E+00 -9.66E+01 -2.17E+01 -3.86E+01  2.64E+01  2.54E+01  1.08E+02  5.60E+00  2.72E+00 -3.72E-01
    39.5   1.01E+00 -9.53E+01 -2.42E+01 -4.67E+01  2.11E+01  1.94E+01  1.10E+02  5.65E+00  3.04E+00 -3.73E-01
    40.5   1.00E+00 -9.40E+01 -2.66E+01 -5.25E+01  1.64E+01  1.41E+01  1.11E+02  5.71E+00  3.41E+00 -3.73E-01
    41.5   1.00E+00 -9.28E+01 -2.87E+01 -5.58E+01  1.25E+01  9.71E+00  1.13E+02  5.77E+00  3.86E+00 -3.74E-01
    42.5   1.01E+00 -9.16E+01 -3.05E+01 -5.71E+01  9.44E+00  6.37E+00  1.15E+02  5.82E+00  4.43E+00 -3.75E-01
    43.5   1.01E+00 -9.04E+01 -3.21E+01 -5.69E+01  7.09E+00  4.01E+00  1.17E+02  5.88E+00  5.11E+00 -3.75E-01
    44.5   1.01E+00 -8.92E+01 -3.35E+01 -5.58E+01  5.30E+00  2.40E+00  1.19E+02  5.93E+00  5.93E+00 -3.76E-01
    45.5   9.94E-01 -8.80E+01 -3.47E+01 -5.43E+01  3.96E+00  1.32E+00  1.21E+02  5.99E+00  6.90E+00 -3.76E-01
    46.5   9.60E-01 -8.69E+01 -3.57E+01 -5.26E+01  2.96E+00  6.18E-01  1.23E+02  6.05E+00  8.01E+00 -3.77E-01
    47.5   9.10E-01 -8.58E+01 -3.66E+01 -5.08E+01  2.21E+00  1.48E-01  1.25E+02  6.10E+00  9.29E+00 -3.77E-01
    48.5   8.75E-01 -8.54E+01 -3.75E+01 -4.99E+01  1.56E+00 -2.46E-01  1.25E+02  6.12E+00  1.08E+01 -3.77E-01
    49.5   8.40E-01 -8.54E+01 -3.83E+01 -4.93E+01  1.05E+00 -5.46E-01  1.25E+02  6.12E+00  1.24E+01 -3.78E-01
    50.5   7.82E-01 -8.54E+01 -3.91E+01 -4.89E+01  6.68E-01 -7.44E-01  1.25E+02  6.12E+00  1.40E+01 -3.78E-01
    51.5   6.96E-01 -8.54E+01 -3.98E+01 -4.84E+01  3.82E-01 -8.73E-01  1.25E+02  6.12E+00  1.57E+01 -3.78E-01
    52.5   6.18E-01 -8.60E+01 -4.06E+01 -4.89E+01  1.36E-01 -9.88E-01  1.24E+02  6.09E+00  1.74E+01 -3.78E-01
    53.5   5.38E-01 -8.72E+01 -4.13E+01 -5.01E+01 -6.59E-02 -1.08E+00  1.22E+02  6.03E+00  1.89E+01 -3.78E-01
    54.5   4.23E-01 -8.83E+01 -4.20E+01 -5.15E+01 -2.18E-01 -1.14E+00  1.20E+02  5.97E+00  2.02E+01 -3.78E-01
    55.5   2.64E-01 -8.94E+01 -4.27E+01 -5.31E+01 -3.34E-01 -1.17E+00  1.19E+02  5.92E+00  2.13E+01 -3.78E-01
    56.5   5.42E-02 -9.06E+01 -4.34E+01 -5.48E+01 -4.23E-01 -1.19E+00  1.17E+02  5.86E+00  2.22E+01 -3.79E-01
