 
 ----------START O ISOTOPE CALCULATION----------
 
  Gross Primary Productivity FOR O2 CO2= 1.16E+14  8.45E+13 cm-2s-1
  TURN OFF Combinatorial Effect
  TURN ON Symmetry Effect
 
 INITIAL MIXING RATIOS OF ISOTOPIC SPECIES
 
Alt(km)  H2CQ     Q        H2Q      QH       HOQ      H2OQ     O2Q      OQO      CQ       CH3OQH  
    10.5   5.69E+01  6.36E+01  6.36E+01 -3.23E-01  5.89E+01  2.68E+00  6.04E+00  8.52E+01  2.75E-01  2.63E+00
    11.5   5.91E+01  6.58E+01  6.58E+01 -3.23E-01  6.05E+01  2.98E+00  6.27E+00  8.30E+01  2.99E-01  3.01E+00
    12.5   6.51E+01  7.11E+01  7.11E+01 -3.23E-01  6.55E+01  3.21E+00  7.53E+00  8.34E+01  3.55E-01  5.35E+00
    13.5   7.19E+01  7.64E+01  7.64E+01 -3.23E-01  7.11E+01  3.36E+00  9.79E+00  8.41E+01  4.75E-01  1.08E+01
    14.5   7.70E+01  8.00E+01  8.00E+01 -3.23E-01  7.31E+01  3.45E+00  1.26E+01  8.49E+01  6.84E-01  2.04E+01
    15.5   8.02E+01  8.22E+01  8.22E+01 -3.24E-01  5.95E+01  3.49E+00  1.52E+01  8.55E+01  9.93E-01  3.23E+01
    16.5   8.21E+01  8.36E+01  8.36E+01 -3.25E-01  2.57E+01  3.51E+00  1.72E+01  8.60E+01  1.40E+00  4.36E+01
    17.5   8.32E+01  8.44E+01  8.44E+01 -3.26E-01  7.45E+00  3.51E+00  1.87E+01  8.65E+01  1.91E+00  5.26E+01
    18.5   8.38E+01  8.49E+01  8.49E+01 -3.27E-01  3.30E+00  3.51E+00  1.97E+01  8.69E+01  2.49E+00  5.92E+01
    19.5   8.41E+01  8.52E+01  8.52E+01 -3.28E-01  2.52E+00  3.50E+00  2.05E+01  8.72E+01  3.13E+00  6.38E+01
    20.5   8.42E+01  8.53E+01  8.53E+01 -3.29E-01  2.38E+00  3.50E+00  2.10E+01  8.75E+01  3.81E+00  6.71E+01
    21.5   8.46E+01  8.58E+01  8.58E+01 -3.30E-01  2.36E+00  3.52E+00  2.12E+01  8.82E+01  4.52E+00  6.98E+01
    22.5   8.49E+01  8.62E+01  8.62E+01 -3.32E-01  2.40E+00  3.58E+00  1.97E+01  8.90E+01  5.24E+00  7.17E+01
    23.5   8.50E+01  8.64E+01  8.64E+01 -3.33E-01  2.50E+00  3.73E+00  1.31E+01  8.97E+01  5.99E+00  7.30E+01
    24.5   8.50E+01  8.65E+01  8.65E+01 -3.35E-01  2.69E+00  4.00E+00  4.71E+00  9.04E+01  6.75E+00  7.35E+01
    25.5   8.47E+01  8.63E+01  8.63E+01 -3.36E-01  3.01E+00  4.45E+00  1.95E+00  9.10E+01  7.52E+00  7.31E+01
    26.5   8.41E+01  8.59E+01  8.59E+01 -3.38E-01  3.49E+00  5.14E+00  9.79E+00  9.16E+01  8.32E+00  7.18E+01
    27.5   8.31E+01  8.51E+01  8.51E+01 -3.39E-01  4.17E+00  6.11E+00  1.13E+01  9.22E+01  9.15E+00  6.93E+01
    28.5   8.17E+01  8.40E+01  8.40E+01 -3.41E-01  5.05E+00  7.36E+00  1.15E+01  9.28E+01  9.99E+00  6.56E+01
    29.5   7.98E+01  8.22E+01  8.22E+01 -3.43E-01  6.08E+00  8.83E+00  1.14E+01  9.34E+01  1.09E+01  6.07E+01
    30.5   7.71E+01  7.98E+01  7.98E+01 -3.45E-01  7.09E+00  1.03E+01  1.10E+01  9.39E+01  1.18E+01  5.45E+01
    31.5   7.36E+01  7.66E+01  7.66E+01 -3.46E-01  7.74E+00  1.12E+01  1.05E+01  9.44E+01  1.27E+01  4.74E+01
    32.5   6.91E+01  7.24E+01  7.24E+01 -3.48E-01  7.94E+00  1.15E+01  9.89E+00  9.49E+01  1.36E+01  3.94E+01
    33.5   6.47E+01  6.80E+01  6.80E+01 -3.50E-01  7.73E+00  1.12E+01  9.17E+00  9.60E+01  1.46E+01  3.11E+01
    34.5   5.96E+01  6.28E+01  6.28E+01 -3.51E-01  7.27E+00  1.05E+01  8.34E+00  9.73E+01  1.55E+01  2.25E+01
    35.5   5.36E+01  5.68E+01  5.68E+01 -3.52E-01  6.65E+00  9.65E+00  7.41E+00  9.84E+01  1.65E+01  1.40E+01
    36.5   4.72E+01  5.03E+01  5.03E+01 -3.53E-01  5.94E+00  8.63E+00  6.40E+00  9.95E+01  1.74E+01  5.70E+00
    37.5   4.05E+01  4.38E+01  4.38E+01 -3.55E-01  5.18E+00  7.55E+00  5.34E+00  1.00E+02  1.83E+01 -1.96E+00
    38.5   3.41E+01  3.75E+01  3.75E+01 -3.56E-01  4.42E+00  6.46E+00  4.27E+00  1.01E+02  1.92E+01 -8.16E+00
    39.5   2.82E+01  3.20E+01  3.20E+01 -3.56E-01  3.70E+00  5.44E+00  3.21E+00  1.02E+02  2.00E+01 -1.21E+01
    40.5   2.34E+01  2.76E+01  2.76E+01 -3.57E-01  3.05E+00  4.51E+00  2.21E+00  1.03E+02  2.07E+01 -1.34E+01
    41.5   1.96E+01  2.43E+01  2.43E+01 -3.58E-01  2.49E+00  3.71E+00  1.29E+00  1.03E+02  2.14E+01 -1.26E+01
    42.5   1.67E+01  2.19E+01  2.19E+01 -3.59E-01  2.02E+00  3.04E+00  4.66E-01  1.02E+02  2.20E+01 -1.05E+01
    43.5   1.46E+01  2.01E+01  2.01E+01 -3.59E-01  1.63E+00  2.48E+00 -2.46E-01  1.01E+02  2.26E+01 -8.23E+00
    44.5   1.30E+01  1.88E+01  1.88E+01 -3.60E-01  1.30E+00  2.01E+00 -8.54E-01  9.93E+01  2.30E+01 -6.21E+00
    45.5   1.18E+01  1.79E+01  1.79E+01 -3.60E-01  1.02E+00  1.62E+00 -1.37E+00  9.68E+01  2.34E+01 -4.62E+00
    46.5   1.08E+01  1.71E+01  1.71E+01 -3.61E-01  7.96E-01  1.29E+00 -1.82E+00  9.34E+01  2.38E+01 -3.45E+00
    47.5   9.99E+00  1.65E+01  1.65E+01 -3.61E-01  6.13E-01  1.03E+00 -2.20E+00  8.88E+01  2.41E+01 -2.60E+00
    48.5   8.38E+00  1.51E+01  1.51E+01 -3.61E-01  4.78E-01  8.40E-01 -2.54E+00  8.16E+01  2.43E+01 -2.05E+00
    49.5   6.41E+00  1.34E+01  1.34E+01 -3.61E-01  3.71E-01  6.87E-01 -2.84E+00  7.24E+01  2.45E+01 -1.67E+00
    50.5   4.52E+00  1.17E+01  1.17E+01 -3.62E-01  2.77E-01  5.54E-01 -3.11E+00  6.22E+01  2.47E+01 -1.38E+00
    51.5   2.68E+00  9.88E+00  9.88E+00 -3.62E-01  1.94E-01  4.35E-01 -3.36E+00  5.16E+01  2.48E+01 -1.17E+00
    52.5   1.00E-01  7.42E+00  7.42E+00 -3.62E-01  1.23E-01  3.33E-01 -3.58E+00  4.04E+01  2.49E+01 -1.03E+00
    53.5  -2.99E+00  4.39E+00  4.39E+00 -3.62E-01  5.49E-02  2.37E-01 -3.79E+00  2.99E+01  2.50E+01 -9.39E-01
    54.5  -6.10E+00  1.21E+00  1.21E+00 -3.62E-01 -1.84E-02  1.32E-01 -3.98E+00  2.13E+01  2.51E+01 -8.68E-01
    55.5  -9.26E+00 -2.09E+00 -2.09E+00 -3.62E-01 -1.02E-01  1.29E-02 -4.16E+00  1.48E+01  2.51E+01 -8.14E-01
    56.5  -1.25E+01 -5.51E+00 -5.51E+00 -3.62E-01 -2.00E-01 -1.27E-01 -4.33E+00  9.93E+00  2.52E+01 -7.74E-01
    57.5  -1.57E+01 -9.03E+00 -9.03E+00 -3.62E-01 -3.17E-01 -2.94E-01 -4.48E+00  6.50E+00  2.52E+01 -7.47E-01
    58.5  -1.90E+01 -1.26E+01 -1.26E+01 -3.62E-01 -4.61E-01 -4.99E-01 -4.63E+00  4.08E+00  2.52E+01 -7.31E-01
    59.5  -2.22E+01 -1.61E+01 -1.61E+01 -3.62E-01 -6.42E-01 -7.57E-01 -4.77E+00  2.38E+00  2.52E+01 -7.26E-01
    60.5  -2.52E+01 -1.95E+01 -1.95E+01 -3.62E-01 -8.76E-01 -1.09E+00 -4.90E+00  1.12E+00  2.52E+01 -7.30E-01
    61.5  -2.79E+01 -2.26E+01 -2.26E+01 -3.62E-01 -1.19E+00 -1.54E+00 -5.03E+00  1.34E-01  2.52E+01 -7.42E-01
    62.5  -3.03E+01 -2.55E+01 -2.55E+01 -3.62E-01 -1.64E+00 -2.18E+00 -5.15E+00 -7.64E-01  2.52E+01 -7.61E-01
    63.5  -3.46E+01 -2.94E+01 -2.94E+01 -3.62E-01 -2.30E+00 -3.13E+00 -5.26E+00 -1.82E+00  2.52E+01 -8.59E-01
    64.5  -3.55E+01 -3.09E+01 -3.09E+01 -3.62E-01 -2.88E+00 -3.95E+00 -5.36E+00 -2.55E+00  2.52E+01 -8.70E-01
    65.5  -3.63E+01 -3.20E+01 -3.20E+01 -3.62E-01 -3.54E+00 -4.89E+00 -5.45E+00 -3.31E+00  2.52E+01 -8.87E-01
    66.5  -3.76E+01 -3.32E+01 -3.32E+01 -3.62E-01 -4.45E+00 -6.18E+00 -5.54E+00 -4.29E+00  2.52E+01 -9.49E-01
    67.5  -3.85E+01 -3.42E+01 -3.42E+01 -3.62E-01 -5.53E+00 -7.73E+00 -5.62E+00 -5.43E+00  2.52E+01 -1.01E+00
    68.5  -3.94E+01 -3.52E+01 -3.52E+01 -3.62E-01 -6.87E+00 -9.63E+00 -5.69E+00 -6.80E+00  2.52E+01 -1.10E+00
    69.5  -4.02E+01 -3.60E+01 -3.60E+01 -3.62E-01 -8.39E+00 -1.18E+01 -5.76E+00 -8.34E+00  2.52E+01 -1.22E+00
    70.5  -4.11E+01 -3.67E+01 -3.67E+01 -3.62E-01 -1.01E+01 -1.42E+01 -5.82E+00 -1.00E+01  2.52E+01 -1.39E+00
    71.5  -4.15E+01 -3.73E+01 -3.73E+01 -3.62E-01 -1.17E+01 -1.65E+01 -5.87E+00 -1.16E+01  2.52E+01 -1.54E+00
    72.5  -4.21E+01 -3.77E+01 -3.77E+01 -3.62E-01 -1.32E+01 -1.87E+01 -5.92E+00 -1.32E+01  2.52E+01 -1.71E+00
    73.5  -4.25E+01 -3.81E+01 -3.81E+01 -3.62E-01 -1.47E+01 -2.08E+01 -5.96E+00 -1.47E+01  2.52E+01 -1.83E+00
    74.5  -4.30E+01 -3.85E+01 -3.85E+01 -3.63E-01 -1.60E+01 -2.27E+01 -6.00E+00 -1.60E+01  2.52E+01 -1.93E+00
    75.5  -4.33E+01 -3.89E+01 -3.89E+01 -3.63E-01 -1.71E+01 -2.43E+01 -6.03E+00 -1.71E+01  2.52E+01 -1.94E+00
    76.5  -4.39E+01 -3.93E+01 -3.93E+01 -3.63E-01 -1.79E+01 -2.55E+01 -6.06E+00 -1.79E+01  2.52E+01 -1.91E+00
    77.5  -4.42E+01 -3.96E+01 -3.96E+01 -3.63E-01 -1.85E+01 -2.63E+01 -6.09E+00 -1.85E+01  2.52E+01 -1.78E+00
    78.5  -4.48E+01 -4.00E+01 -4.00E+01 -3.63E-01 -1.88E+01 -2.67E+01 -6.11E+00 -1.88E+01  2.52E+01 -1.69E+00
    79.5  -4.51E+01 -4.03E+01 -4.03E+01 -3.63E-01 -1.87E+01 -2.66E+01 -6.12E+00 -1.87E+01  2.52E+01 -1.63E+00
    80.5  -4.57E+01 -4.07E+01 -4.07E+01 -3.63E-01 -1.81E+01 -2.59E+01 -6.13E+00 -1.81E+01  2.52E+01 -1.41E+00
    81.5  -4.65E+01 -4.08E+01 -4.08E+01 -3.63E-01 -1.66E+01 -2.45E+01 -6.13E+00 -1.66E+01  2.52E+01 -6.11E-01
    82.5  -4.79E+01 -4.08E+01 -4.08E+01 -3.61E-01 -1.40E+01 -2.14E+01 -6.14E+00 -1.40E+01  2.52E+01 -3.86E-01
    83.5  -5.01E+01 -4.08E+01 -4.08E+01 -3.54E-01 -1.11E+01 -1.69E+01 -6.14E+00 -1.11E+01  2.52E+01 -3.57E-01
    84.5  -5.54E+01 -4.08E+01 -4.08E+01 -3.41E-01 -8.74E+00 -1.24E+01 -6.14E+00 -8.74E+00  2.52E+01 -3.41E-01
    85.5  -6.23E+01 -4.08E+01 -4.08E+01 -3.17E-01 -7.05E+00 -8.99E+00 -6.14E+00 -7.05E+00  2.52E+01 -3.17E-01
    86.5  -6.69E+01 -4.09E+01 -4.09E+01 -2.82E-01 -6.03E+00 -6.92E+00 -6.14E+00 -6.03E+00  2.52E+01 -2.82E-01
    87.5  -6.95E+01 -4.09E+01 -4.09E+01 -2.32E-01 -5.57E+00 -6.22E+00 -6.14E+00 -5.57E+00  2.52E+01 -2.32E-01
    88.5  -7.08E+01 -4.09E+01 -4.09E+01 -1.65E-01 -5.52E+00 -6.57E+00 -6.14E+00 -5.52E+00  2.52E+01 -1.65E-01
    89.5  -7.14E+01 -4.09E+01 -4.09E+01 -7.99E-02 -5.72E+00 -7.55E+00 -6.14E+00 -5.72E+00  2.52E+01 -7.98E-02
    90.5  -7.12E+01 -4.09E+01 -4.09E+01  2.32E-02 -6.03E+00 -8.71E+00 -6.14E+00 -6.03E+00  2.52E+01  2.33E-02
    91.5  -7.04E+01 -4.09E+01 -4.09E+01  1.44E-01 -6.37E+00 -9.74E+00 -6.14E+00 -6.37E+00  2.52E+01  1.44E-01
    92.5  -7.00E+01 -4.09E+01 -4.09E+01  2.87E-01 -6.67E+00 -1.06E+01 -6.14E+00 -6.67E+00  2.52E+01  2.87E-01
    93.5  -6.93E+01 -4.09E+01 -4.09E+01  4.47E-01 -6.91E+00 -1.12E+01 -6.14E+00 -6.91E+00  2.52E+01  4.47E-01
    94.5  -6.86E+01 -4.09E+01 -4.09E+01  6.26E-01 -7.06E+00 -1.15E+01 -6.14E+00 -7.06E+00  2.52E+01  6.26E-01
    95.5  -6.81E+01 -4.10E+01 -4.10E+01  8.23E-01 -7.15E+00 -1.16E+01 -6.14E+00 -7.15E+00  2.52E+01  8.23E-01
    96.5  -6.74E+01 -4.10E+01 -4.10E+01  1.03E+00 -7.18E+00 -1.14E+01 -6.14E+00 -7.18E+00  2.52E+01  1.03E+00
    97.5  -6.66E+01 -4.10E+01 -4.10E+01  1.24E+00 -7.17E+00 -1.11E+01 -6.14E+00 -7.17E+00  2.52E+01  1.24E+00
    98.5  -6.57E+01 -4.11E+01 -4.11E+01  1.46E+00 -7.14E+00 -1.06E+01 -6.14E+00 -7.14E+00  2.52E+01  1.46E+00
    99.5  -6.47E+01 -4.12E+01 -4.12E+01  1.66E+00 -7.12E+00 -1.03E+01 -6.14E+00 -7.12E+00  2.52E+01  1.66E+00
 
     Z(km)HQONO2      SYM-17
     0.5  -1.77E-01  2.19E+00
     1.5  -1.22E-01  2.19E+00
     2.5  -3.10E-02  2.19E+00
     3.5   1.15E-01  2.18E+00
     4.5   3.58E-01  2.18E+00
     5.5   7.56E-01  2.18E+00
     6.5   1.34E+00  2.18E+00
     7.5   1.95E+00  2.17E+00
     8.5   2.34E+00  2.17E+00
     9.5   2.51E+00  2.17E+00
    10.5   2.64E+00  2.16E+00
    11.5   3.10E+00  2.16E+00
    12.5   5.33E+00  2.16E+00
    13.5   1.10E+01  2.16E+00
    14.5   2.07E+01  2.16E+00
    15.5   3.25E+01  2.16E+00
    16.5   4.37E+01  2.16E+00
    17.5   5.27E+01  2.17E+00
    18.5   5.92E+01  2.17E+00
    19.5   6.38E+01  2.17E+00
    20.5   6.71E+01  2.17E+00
    21.5   6.98E+01  2.17E+00
    22.5   7.17E+01  2.17E+00
    23.5   7.30E+01  2.17E+00
    24.5   7.34E+01  2.17E+00
    25.5   7.31E+01  2.17E+00
    26.5   7.17E+01  2.18E+00
    27.5   6.92E+01  2.18E+00
    28.5   6.56E+01  2.18E+00
    29.5   6.07E+01  2.18E+00
    30.5   5.46E+01  2.18E+00
    31.5   4.74E+01  2.18E+00
    32.5   3.95E+01  2.18E+00
    33.5   3.12E+01  2.19E+00
    34.5   2.27E+01  2.19E+00
    35.5   1.42E+01  2.19E+00
    36.5   5.86E+00  2.19E+00
    37.5  -1.79E+00  2.20E+00
    38.5  -8.01E+00  2.20E+00
    39.5  -1.20E+01  2.20E+00
    40.5  -1.34E+01  2.20E+00
    41.5  -1.26E+01  2.21E+00
    42.5  -1.06E+01  2.21E+00
    43.5  -8.29E+00  2.21E+00
    44.5  -6.27E+00  2.21E+00
    45.5  -4.68E+00  2.22E+00
    46.5  -3.49E+00  2.22E+00
    47.5  -2.64E+00  2.22E+00
    48.5  -2.08E+00  2.22E+00
    49.5  -1.69E+00  2.22E+00
    50.5  -1.40E+00  2.22E+00
    51.5  -1.18E+00  2.22E+00
    52.5  -1.04E+00  2.22E+00
    53.5  -9.45E-01  2.22E+00
    54.5  -8.73E-01  2.22E+00
    55.5  -8.18E-01  2.21E+00
    56.5  -7.78E-01  2.21E+00
    57.5  -7.50E-01  2.21E+00
    58.5  -7.34E-01  2.21E+00
    59.5  -7.27E-01  2.20E+00
    60.5  -7.30E-01  2.20E+00
    61.5  -7.43E-01  2.20E+00
    62.5  -7.69E-01  2.20E+00
    63.5  -8.47E-01  2.19E+00
    64.5  -8.68E-01  2.19E+00
    65.5  -8.92E-01  2.18E+00
    66.5  -9.47E-01  2.18E+00
    67.5  -1.01E+00  2.18E+00
    68.5  -1.11E+00  2.18E+00
    69.5  -1.23E+00  2.17E+00
    70.5  -1.38E+00  2.17E+00
    71.5  -1.53E+00  2.17E+00
    72.5  -1.68E+00  2.17E+00
    73.5  -1.80E+00  2.16E+00
    74.5  -1.89E+00  2.16E+00
    75.5  -1.92E+00  2.16E+00
    76.5  -1.90E+00  2.16E+00
    77.5  -1.81E+00  2.16E+00
    78.5  -1.73E+00  2.15E+00
    79.5  -1.65E+00  2.15E+00
    80.5  -1.50E+00  2.15E+00
    81.5  -1.28E+00  2.15E+00
    82.5  -1.24E+00  2.14E+00
    83.5  -1.24E+00  2.14E+00
    84.5  -1.23E+00  2.14E+00
    85.5  -1.23E+00  2.14E+00
    86.5  -1.23E+00  2.14E+00
    87.5  -1.23E+00  2.14E+00
    88.5  -1.22E+00  2.14E+00
    89.5  -1.22E+00  2.14E+00
    90.5  -1.22E+00  2.14E+00
    91.5  -1.22E+00  2.14E+00
    92.5  -1.21E+00  2.14E+00
    93.5  -1.21E+00  2.15E+00
    94.5  -1.20E+00  2.15E+00
    95.5  -1.20E+00  2.15E+00
    96.5  -1.18E+00  2.15E+00
    97.5  -1.17E+00  2.15E+00
    98.5  -1.15E+00  2.15E+00
    99.5  -1.14E+00  2.16E+00
 
 Isotope with more than one geometric configurations
 DELTA
     Z(km)     O3I   CH3OOHI    CH3O2I   HO2NO2I     N2O5I      HO2I
     0.5   6.80E+01 -3.21E-01 -3.21E-01  2.96E+01  6.40E+01  1.09E+00
     1.5   6.74E+01 -3.21E-01 -3.21E-01  3.01E+01  6.31E+01  1.36E+00
     2.5   6.67E+01 -3.21E-01 -3.21E-01  3.11E+01  6.27E+01  1.75E+00
     3.5   6.59E+01 -3.21E-01 -3.21E-01  3.26E+01  6.30E+01  2.24E+00
     4.5   6.51E+01 -3.21E-01 -3.21E-01  3.42E+01  6.34E+01  2.84E+00
     5.5   6.41E+01 -3.21E-01 -3.21E-01  3.56E+01  6.35E+01  3.52E+00
     6.5   6.31E+01 -3.21E-01 -3.21E-01  3.68E+01  6.34E+01  4.29E+00
     7.5   6.19E+01 -3.21E-01 -3.21E-01  3.78E+01  6.31E+01  5.07E+00
     8.5   6.07E+01 -3.21E-01 -3.21E-01  3.85E+01  6.30E+01  5.68E+00
     9.5   5.93E+01 -3.21E-01 -3.21E-01  3.89E+01  6.30E+01  6.07E+00
    10.5   5.78E+01 -3.21E-01 -3.21E-01  3.96E+01  6.36E+01  6.55E+00
    11.5   5.62E+01 -3.21E-01 -3.21E-01  4.13E+01  6.58E+01  7.70E+00
    12.5   5.68E+01 -3.21E-01 -3.20E-01  4.53E+01  7.11E+01  1.16E+01
    13.5   5.73E+01 -3.20E-01 -3.19E-01  5.08E+01  7.64E+01  1.90E+01
    14.5   5.78E+01 -3.19E-01 -3.19E-01  5.71E+01  8.00E+01  3.00E+01
    15.5   5.82E+01 -3.20E-01 -3.20E-01  6.36E+01  8.22E+01  4.20E+01
    16.5   5.86E+01 -3.21E-01 -3.21E-01  6.93E+01  8.36E+01  5.27E+01
    17.5   5.89E+01 -3.22E-01 -3.22E-01  7.35E+01  8.44E+01  6.09E+01
    18.5   5.91E+01 -3.23E-01 -3.23E-01  7.66E+01  8.49E+01  6.67E+01
    19.5   5.93E+01 -3.24E-01 -3.24E-01  7.88E+01  8.52E+01  7.07E+01
    20.5   5.95E+01 -3.26E-01 -3.26E-01  8.03E+01  8.53E+01  7.35E+01
    21.5   6.00E+01 -3.28E-01 -3.28E-01  8.18E+01  8.58E+01  7.60E+01
    22.5   6.05E+01 -3.30E-01 -3.30E-01  8.30E+01  8.62E+01  7.79E+01
    23.5   6.10E+01 -3.32E-01 -3.32E-01  8.39E+01  8.64E+01  7.93E+01
    24.5   6.14E+01 -3.34E-01 -3.34E-01  8.44E+01  8.65E+01  8.02E+01
    25.5   6.19E+01 -3.36E-01 -3.36E-01  8.47E+01  8.63E+01  8.05E+01
    26.5   6.23E+01 -3.38E-01 -3.38E-01  8.45E+01  8.59E+01  8.04E+01
    27.5   6.27E+01 -3.40E-01 -3.40E-01  8.39E+01  8.51E+01  7.95E+01
    28.5   6.31E+01 -3.42E-01 -3.42E-01  8.27E+01  8.40E+01  7.80E+01
    29.5   6.35E+01 -3.43E-01 -3.43E-01  8.09E+01  8.22E+01  7.59E+01
    30.5   6.39E+01 -3.45E-01 -3.45E-01  7.85E+01  7.98E+01  7.30E+01
    31.5   6.43E+01 -3.47E-01 -3.47E-01  7.53E+01  7.66E+01  6.95E+01
    32.5   6.47E+01 -3.49E-01 -3.49E-01  7.13E+01  7.24E+01  6.55E+01
    33.5   6.56E+01 -3.50E-01 -3.50E-01  6.71E+01  6.80E+01  6.15E+01
    34.5   6.66E+01 -3.51E-01 -3.51E-01  6.23E+01  6.28E+01  5.72E+01
    35.5   6.75E+01 -3.53E-01 -3.53E-01  5.69E+01  5.68E+01  5.26E+01
    36.5   6.85E+01 -3.54E-01 -3.54E-01  5.10E+01  5.03E+01  4.75E+01
    37.5   6.95E+01 -3.55E-01 -3.55E-01  4.50E+01  4.38E+01  4.19E+01
    38.5   7.04E+01 -3.56E-01 -3.56E-01  3.91E+01  3.75E+01  3.61E+01
    39.5   7.14E+01 -3.57E-01 -3.57E-01  3.37E+01  3.20E+01  3.01E+01
    40.5   7.23E+01 -3.57E-01 -3.57E-01  2.89E+01  2.76E+01  2.44E+01
    41.5   7.33E+01 -3.58E-01 -3.58E-01  2.50E+01  2.43E+01  1.91E+01
    42.5   7.42E+01 -3.59E-01 -3.59E-01  2.19E+01  2.19E+01  1.46E+01
    43.5   7.51E+01 -3.59E-01 -3.59E-01  1.96E+01  2.01E+01  1.11E+01
    44.5   7.61E+01 -3.60E-01 -3.60E-01  1.78E+01  1.88E+01  8.28E+00
    45.5   7.70E+01 -3.60E-01 -3.60E-01  1.65E+01  1.79E+01  6.18E+00
    46.5   7.79E+01 -3.60E-01 -3.60E-01  1.55E+01  1.71E+01  4.62E+00
    47.5   7.88E+01 -3.61E-01 -3.61E-01  1.48E+01  1.65E+01  3.46E+00
    48.5   7.91E+01 -3.61E-01 -3.61E-01  1.38E+01  1.51E+01  2.55E+00
    49.5   7.91E+01 -3.61E-01 -3.61E-01  1.27E+01  1.34E+01  1.84E+00
    50.5   7.91E+01 -3.61E-01 -3.61E-01  1.16E+01  1.17E+01  1.31E+00
    51.5   7.91E+01 -3.61E-01 -3.61E-01  1.06E+01  9.88E+00  9.13E-01
    52.5   7.86E+01 -3.61E-01 -3.61E-01  9.18E+00  7.42E+00  5.90E-01
    53.5   7.77E+01 -3.62E-01 -3.62E-01  7.47E+00  4.39E+00  3.33E-01
    54.5   7.68E+01 -3.62E-01 -3.62E-01  5.68E+00  1.21E+00  1.35E-01
    55.5   7.59E+01 -3.62E-01 -3.62E-01  3.79E+00 -2.09E+00 -1.69E-02
    56.5   7.50E+01 -3.62E-01 -3.62E-01  1.82E+00 -5.51E+00 -1.35E-01
    57.5   7.40E+01 -3.62E-01 -3.62E-01 -2.36E-01 -9.03E+00 -2.27E-01
    58.5   7.31E+01 -3.62E-01 -3.62E-01 -2.33E+00 -1.26E+01 -2.99E-01
    59.5   7.22E+01 -3.62E-01 -3.62E-01 -4.39E+00 -1.61E+01 -3.58E-01
    60.5   7.13E+01 -3.62E-01 -3.62E-01 -6.36E+00 -1.95E+01 -4.07E-01
    61.5   7.03E+01 -3.62E-01 -3.62E-01 -8.16E+00 -2.26E+01 -4.48E-01
    62.5   6.94E+01 -3.62E-01 -3.62E-01 -9.83E+00 -2.55E+01 -4.84E-01
    63.5   6.57E+01 -3.62E-01 -3.62E-01 -1.19E+01 -2.94E+01 -5.56E-01
    64.5   6.56E+01 -3.62E-01 -3.62E-01 -1.27E+01 -3.09E+01 -5.76E-01
    65.5   6.55E+01 -3.62E-01 -3.62E-01 -1.33E+01 -3.20E+01 -5.95E-01
    66.5   6.43E+01 -3.62E-01 -3.62E-01 -1.40E+01 -3.32E+01 -6.34E-01
    67.5   6.37E+01 -3.62E-01 -3.62E-01 -1.45E+01 -3.42E+01 -6.69E-01
    68.5   6.26E+01 -3.62E-01 -3.62E-01 -1.50E+01 -3.52E+01 -7.22E-01
    69.5   6.17E+01 -3.62E-01 -3.62E-01 -1.54E+01 -3.60E+01 -7.84E-01
    70.5   6.04E+01 -3.62E-01 -3.62E-01 -1.58E+01 -3.67E+01 -8.71E-01
    71.5   5.98E+01 -3.62E-01 -3.62E-01 -1.61E+01 -3.73E+01 -9.48E-01
    72.5   5.90E+01 -3.62E-01 -3.62E-01 -1.64E+01 -3.77E+01 -1.03E+00
    73.5   5.83E+01 -3.62E-01 -3.62E-01 -1.66E+01 -3.81E+01 -1.10E+00
    74.5   5.75E+01 -3.62E-01 -3.62E-01 -1.68E+01 -3.85E+01 -1.14E+00
    75.5   5.69E+01 -3.62E-01 -3.62E-01 -1.70E+01 -3.89E+01 -1.15E+00
    76.5   5.60E+01 -3.62E-01 -3.62E-01 -1.71E+01 -3.93E+01 -1.13E+00
    77.5   5.55E+01 -3.62E-01 -3.62E-01 -1.73E+01 -3.96E+01 -1.07E+00
    78.5   5.45E+01 -3.63E-01 -3.63E-01 -1.75E+01 -4.00E+01 -1.03E+00
    79.5   5.40E+01 -3.63E-01 -3.63E-01 -1.76E+01 -4.03E+01 -9.98E-01
    80.5   5.30E+01 -3.63E-01 -3.63E-01 -1.77E+01 -4.07E+01 -8.89E-01
    81.5   5.25E+01 -3.63E-01 -3.63E-01 -1.78E+01 -4.08E+01 -4.87E-01
    82.5   5.15E+01 -3.63E-01 -3.61E-01 -1.78E+01 -4.08E+01 -3.73E-01
    83.5   5.10E+01 -3.62E-01 -3.58E-01 -1.78E+01 -4.08E+01 -3.55E-01
    84.5   5.03E+01 -3.62E-01 -3.52E-01 -1.79E+01 -4.08E+01 -3.41E-01
    85.5   4.96E+01 -3.62E-01 -3.45E-01 -1.79E+01 -4.08E+01 -3.17E-01
    86.5   4.96E+01 -3.62E-01 -3.36E-01 -1.79E+01 -4.09E+01 -2.82E-01
    87.5   4.96E+01 -3.61E-01 -3.27E-01 -1.79E+01 -4.09E+01 -2.32E-01
    88.5   4.97E+01 -3.61E-01 -3.18E-01 -1.80E+01 -4.09E+01 -1.65E-01
    89.5   4.98E+01 -3.61E-01 -3.09E-01 -1.80E+01 -4.09E+01 -7.98E-02
